Movie_Description,Action,Sci-Fi,Comedy,Crime,Western,Family,Drama,Horror,Romance,Thriller,Adventure
"When two married business executives having an affair are blackmailed by a violent criminal, the two must turn the tables on him to save their families.",0,0,0,1,0,0,1,0,0,1,0
"Jake Vig is a consummate grifter about to pull his biggest con yet, one set to avenge his friend's murder. But his last scam backfired, leaving him indebted to a mob boss and his enforcer.",0,0,0,1,0,0,0,0,0,1,0
Can an over-the-hill journalist uncover the evidence that can prove a death row inmate's innocence just hours before his execution?,0,0,0,1,0,0,1,0,0,0,0
A police detective uncovers a conspiracy behind a case involving a high-school guidance counselor when accusations of rape are made against him by two female students.,0,0,0,1,0,0,1,0,0,0,0
"A wealthy Wall Street speculator discovers that his wife has a lover. He investigates him and uses the carrot and stick to make him murder his wife. Planned to detail, it seems like a perfect murder.",0,0,0,1,0,0,1,0,0,1,0
"A visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends.",0,0,0,1,0,0,1,0,0,0,0
Police hunting for a serial kidnapper are helped when a victim manages to escape for the first time.,0,0,0,1,0,0,1,0,0,0,0
"A law student uncovers a conspiracy, putting herself and others in danger.",0,0,0,1,0,0,1,0,0,0,0
A picture-perfect family is shattered when the work of a serial killer hits too close to home.,0,0,0,1,0,0,1,0,0,0,0
"Roman J. Israel, Esq., a driven, idealistic defense attorney, finds himself in a tumultuous series of events that lead to a crisis and the necessity for extreme action.",0,0,0,1,0,0,1,0,0,1,0
"Sam, a disenchanted young man, finds a mysterious woman swimming in his apartment's pool one night. The next morning, she disappears. Sam sets off across LA to find her, and along the way he uncovers a conspiracy far more bizarre.",0,0,0,1,0,0,1,0,0,0,0
"With instructions from her genius son's carefully crafted notebook, a single mother sets out to rescue a young girl from the hands of her abusive stepfather.",0,0,0,1,0,0,1,0,0,1,0
"The story of teenager Richard Wershe Jr., who became an undercover informant for the FBI during the 1980s and was ultimately arrested for drug-trafficking and sentenced to life in prison.",0,0,0,1,0,0,1,0,0,0,0
A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life.,0,0,0,1,0,0,1,0,0,0,0
Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes them and their crew as hostage.,0,0,0,1,0,0,1,0,0,0,0
"Laurie Strode confronts her long-time foe, Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.",0,0,0,1,0,0,0,1,0,1,0
"Tyler Gage receives the opportunity of a lifetime after vandalizing a performing arts school, gaining him the chance to earn a scholarship and dance with an up and coming dancer, Nora.",0,0,0,1,0,0,1,0,0,0,0
A Florida police chief must solve a vicious double homicide before he himself falls under suspicion.,0,0,0,1,0,0,1,0,0,0,0
A wealthy young man undergoing heart transplant surgery discovers that the surgical team intend to murder him.,0,0,0,1,0,0,1,0,0,0,0
"A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him.",0,0,0,1,0,0,1,0,0,0,0
"A private investigator is hired to discover if a ""snuff film"" is authentic or not.",0,0,0,1,0,0,1,0,0,0,0
"After twenty-two years of psychiatric care, Norman Bates attempts to return to a life of solitude, but the specters of his crimes - and his mother - continue to haunt him.",0,0,0,1,0,0,0,1,0,0,0
"A video artist looking for work drives to a remote house in the forest to meet a man claiming to be a serial killer. But after agreeing to spend the day with him, she soon realizes that she made a deadly mistake.",0,0,0,1,0,0,1,1,0,0,0
An ex-con reunites with his estranged wayward 17-year old daughter to protect her from drug dealers who are trying to kill her.,0,0,0,1,0,0,1,0,0,0,0
An Alaska State Trooper partners with a young woman who escaped the clutches of serial killer Robert Hansen to bring the murderer to justice. Based on actual events.,0,0,0,1,0,0,0,0,0,1,0
"A normal Friday service at a fast food restaurant becomes interrupted by a police officer who claims an employee stole from a customer, but something more sinister is going on.",0,0,0,1,0,0,1,0,0,0,0
"When a madman begins committing horrific murders inspired by Edgar Allan Poe's works, a young Baltimore detective joins forces with Poe to stop him from making his stories a reality.",0,0,0,1,0,0,0,0,0,1,0
Psychic John Clancy (Sir Anthony Hopkins) works with the F.B.I. in order to hunt down a serial killer.,0,0,0,1,0,0,1,0,0,0,0
A group of criminals are brought together under mysterious circumstances and have to work together to uncover what's really going on when their simple job goes completely sideways.,0,0,0,1,0,0,1,0,0,0,0
A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.,0,0,0,1,0,0,1,0,0,0,0
"On his sprawling country estate, an aging writer matches wits with the struggling actor who has stolen his wife's heart.",0,0,0,1,0,0,1,0,0,0,0
"Walter Sparrow becomes obsessed with a novel that he believes was written about him, as more and more similarities between himself and his literary alter ego seem to arise.",0,0,0,1,0,0,0,0,0,1,0
"Political intrigue and deception unfold inside the United Nations, where a U.S. Secret Service agent is assigned to investigate an interpreter who overhears an assassination plot.",0,0,0,1,0,0,0,0,0,1,0
Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean's Eleven (2001).,0,0,0,1,0,0,0,0,0,1,0
"An F.B.I. Agent persuades a social worker, who is adept with a new experimental technology, to enter the mind of a comatose serial killer in order to learn where he has hidden his latest kidnap victim.",0,1,0,1,0,0,0,1,0,0,0
"A wealthy attorney in San Juan comes to the police station for ""10 minutes"" of follow-up questions to finding a 12-year-old girl's body in a park. Another young girl was also raped and murdered weeks earlier and the evidence points to him.",0,0,0,1,0,0,1,0,0,1,0
"When the daughter of a well-known and well-respected base commander is murdered, an undercover detective is summoned to look into the matter and finds a slew of cover-ups at West Point.",0,0,0,1,0,0,1,0,0,0,0
"A tale about a happily married couple who would like to have children. Tracy teaches art, Andy's a college dean. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor.",0,0,0,1,0,0,0,0,0,1,0
"Witness the making of Tony Soprano. The story that reveals the humanity behind Tony's struggles and the influence his family - especially his uncle, Dickie Moltisanti - had over him becoming the most iconic mob boss of all time.",0,0,0,1,0,0,1,0,0,0,0
A small-town sheriff sets out to find the two kids who have taken his car on a joy ride.,0,0,0,1,0,0,0,0,0,1,0
"A tight-knit team of rising investigators, along with their supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",0,0,0,1,0,0,1,0,0,0,0
An agoraphobic Seattle tech worker uncovers evidence of a crime.,0,0,0,1,0,0,1,0,0,1,0
"David Marks, a real estate scion, is suspected of killing his wife Katie, who disappeared in 1982.",0,0,0,1,0,0,1,0,0,0,0
"Kern County Deputy Sheriff Joe Deacon is sent to Los Angeles for what should have been a quick evidence-gathering assignment. Instead, he becomes embroiled in the search for a serial killer who is terrorizing the city.",0,0,0,1,0,0,1,0,0,0,0
Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.,0,0,0,1,0,0,0,1,0,1,0
A successful lawyer's husband is arrested for murdering 9 villagers in El Salvador in 1988 as US soldier under a different name. She defends him in military court and investigates. Framed?,0,0,0,1,0,0,1,0,0,0,0
"A Los Angeles male escort, who mostly caters to an older female clientèle, is accused of a murder which he did not commit.",0,0,0,1,0,0,1,0,0,0,0
"Two New Orleans paramedics' lives are ripped apart after they encounter a series of horrific deaths linked to a designer drug with bizarre, otherworldly effects.",0,0,0,1,0,0,1,1,0,0,0
A Philadelphia police officer struggles with a lifelong obsession to track down a mysterious serial killer whose crimes defy explanation.,0,1,0,1,0,0,0,0,0,0,0
"A simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to assist. But their actions have unintended consequences.",0,0,0,1,0,0,1,1,0,0,0
"Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities.",0,0,0,1,0,0,0,1,0,0,0
A defense attorney works to get his teenage client acquitted of murdering his wealthy father.,0,0,0,1,0,0,1,0,0,0,0
"Libby Day was only eight years old when her family was brutally murdered in their rural Kansas farmhouse. Almost thirty years later, she reluctantly agrees to revisit the crime and uncovers the wrenching truths that led up to that tragic night.",0,0,0,1,0,0,1,0,0,0,0
"Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse.",0,0,0,1,0,0,1,0,0,1,0
Two siblings decide to fend for themselves in the wake of a botched casino heist and their unlikely reunion during another family's Thanksgiving celebration.,0,0,0,1,0,0,1,0,0,1,0
An ex-con with a reputation tries to go straight by working as a handy man for a reclusive actress but this is unfortunately not the wish of London's underground crime lord.,0,0,0,1,0,0,1,0,0,0,0
"Redemption is the long game in Paul Schrader's THE CARD COUNTER. Told with Schrader's trademark cinematic intensity, the revenge thriller tells the story of an ex-military interrogator turned gambler haunted by the ghosts of his past.",0,0,0,1,0,0,1,0,0,1,0
"Injuries sustained by two Army rangers behind enemy lines in Afghanistan set off a sequence of events involving a congressman, a journalist and a professor.",0,0,0,1,0,0,1,0,0,0,0
"FBI agent Jennifer Marsh is tasked with hunting down a seemingly untraceable serial killer who posts live videos of his victims on the Internet. As time runs out, the cat and mouse chase becomes more personal.",0,0,0,1,0,0,0,0,0,1,0
Jigsaw abducts a doctor in order to keep himself alive while he watches his new apprentice put an unlucky citizen named Jeff through a brutal test.,0,0,0,1,0,0,0,1,0,0,0
"After suffering a career-ending knee injury, a former college football star aligns himself with one of the most renowned touts in the sports-gambling business.",0,0,0,1,0,0,1,0,0,0,0
An FBI profiler is called in by French Canadian police to catch a serial killer who takes on the identity of each new victim.,0,0,0,1,0,0,0,0,0,1,0
"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers.",0,0,0,1,0,0,0,1,0,0,0
"A woman tries to straighten out her life, even as her past as a con-woman comes back to haunt her.",0,0,0,1,0,0,1,0,0,0,0
Hackers are blamed for making a virus that will capsize five oil tankers.,0,0,0,1,0,0,1,0,1,0,0
"A mysterious new shop opens in a small town which always seems to stock the deepest desires of each shopper, with a price far heavier than expected.",0,0,0,1,0,0,1,0,0,0,0
"In a world without anonymity or crime, a detective meets a woman who threatens their security.",0,1,0,1,0,0,0,0,0,1,0
A West Texas Deputy Sheriff is slowly unmasked as a psychotic killer.,0,0,0,1,0,0,1,0,0,1,0
A troubled and racist African-American L.A.P.D. Officer will stop at nothing to force out a friendly interracial couple who just moved in next door to him.,0,0,0,1,0,0,1,0,0,1,0
A former cop who now earns a wage as a crime scene cleaner unknowingly participates in a cover-up at his latest job.,0,0,0,1,0,0,0,0,0,1,0
A teenager is left invisible to the living after an attack.,0,0,0,1,0,0,1,0,0,0,0
"Vincent Lamarca, whose father was executed for a 1950s kidnapping of a child, grew up to become a police officer, only to see his own son become a murder suspect.",0,0,0,1,0,0,1,0,0,0,0
"Two gifted high school students execute a ""perfect"" murder - then become engaged in an intellectual contest with a seasoned homicide detective.",0,0,0,1,0,0,0,0,0,1,0
"Literature professor and gambler Jim Bennett's debt causes him to borrow money from his mother and a loan shark. Further complicating his situation, is his relationship with one of his students. Will Bennett risk his life for a second chance?",0,0,0,1,0,0,1,0,0,1,0
Two veteran New York City detectives work on a case of serial executions of criminals who escaped justice.,0,0,0,1,0,0,0,0,0,1,0
"An accountant is introduced to a mysterious sex club known as The List by his lawyer friend. But in this new world, he soon becomes the prime suspect in a woman's disappearance and a multi-million dollar heist.",0,0,0,1,0,0,1,0,0,0,0
"A naive young man assumes a dead man's identity and finds himself embroiled in an underground world of power, violence, and chance where men gamble behind closed doors on the lives of other men.",0,0,0,1,0,0,1,0,0,1,0
"A former L.A. drug dealer tries to go straight but his past and his underworld connections bring him into the focus of the DEA, the Mexican feds and the Mexican drug cartels.",0,0,0,1,0,0,1,0,1,0,0
"Eight years after the disappearance of Cassandra, some disturbing incidents seem to indicate that she's still alive. Police, parents and Cassandra herself, will try to unravel the mystery of her disappearance.",0,0,0,1,0,0,1,0,0,0,0
"When her child goes missing, a mother looks to unravel the legend of the Tall Man, an entity who allegedly abducts children.",0,0,0,1,0,0,1,1,0,0,0
A group of medical students devise a deadly game: to see which one of them can commit the perfect murder.,0,0,0,1,0,0,0,0,0,1,0
"Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit.",0,0,0,1,0,0,0,1,0,0,0
A businesswoman is pursued by a psychopath after being locked in a parking garage on Christmas Eve.,0,0,0,1,0,0,0,1,0,1,0
Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.,0,0,0,1,0,0,1,1,0,0,0
"On the day that a serial killer that he helped put away is supposed to be executed, a noted forensic psychologist and college professor receives a call informing him that he has 88 minutes left to live.",0,0,0,1,0,0,1,0,0,0,0
"Two teenage girls heading to a rock concert for one's birthday try to score marijuana in the city, where they are kidnapped and brutalized by a gang of psychopathic convicts.",0,0,0,1,0,0,0,1,0,1,0
"Following Jigsaw's grisly demise, Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a series of gruesome tests.",0,0,0,1,0,0,0,1,0,0,0
An orphaned teenager is taken in by a Malibu couple but discovers they aren't the caring friends they seemed to be.,0,0,0,1,0,0,1,0,0,0,0
"An agoraphobic woman living alone in New York begins spying on her new neighbors, only to witness a disturbing act of violence.",0,0,0,1,0,0,1,0,0,0,0
"Bodies are turning up around the city, each having met a uniquely gruesome demise. As the investigation proceeds, evidence points to one suspect: John Kramer, the man known as Jigsaw, who has been dead for over 10 years.",0,0,0,1,0,0,0,1,0,0,0
A reporter returns to his Florida hometown to investigate a case involving a death row inmate.,0,0,0,1,0,0,1,0,0,0,0
"A journalist goes undercover to ferret out businessman Harrison Hill as her childhood friend's killer. Posing as one of his temps, she enters into a game of online cat-and-mouse.",0,0,0,1,0,0,0,0,0,1,0
"After running away fails, a terrified woman empowers herself in order to battle her abusive husband.",0,0,0,1,0,0,1,0,0,1,0
"When a poor college student who cracks an online poker game goes bust, he arranges a face-to-face with the man he thinks cheated him, a sly offshore entrepreneur.",0,0,0,1,0,0,0,0,0,1,0
"Two policemen see their personal and professional lives fall apart in the wake of the ""Black Dahlia"" Elizabeth Short murder investigation.",0,0,0,1,0,0,1,0,0,0,0
"When Danny witnesses his stepfather Rick murder a man, Danny's father Frank has to protect his son from the greatest danger.",0,0,0,1,0,0,0,0,0,1,0
"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",0,0,0,1,0,0,0,1,0,0,0
"Michael Harding (Penn Badgely) returns home from military school to find his mother Susan (Sela Ward) happily in love and living with her new boyfriend David (Dylan Walsh). As the two men get to know each other, he becomes more and more suspicious of the man who is always there to help.",0,0,0,1,0,0,0,0,0,1,0
A lawyer finds himself in over his head when he gets involved in drug trafficking.,0,0,0,1,0,0,1,0,0,1,0
"Four college girls hold up a restaurant in order to fund their spring break vacation. While partying, drinking, and taking drugs, they are arrested, only to be bailed out by a drug and arms dealer.",0,0,0,1,0,0,1,0,0,1,0
"As they're held for ransom, a husband and wife's predicament grows more dire amid the discovery of betrayal and deception.",0,0,0,1,0,0,1,0,0,1,0
"When a young doctor suspects she may not be alone in her new Brooklyn loft, she learns that her landlord has formed a frightening obsession with her.",0,0,0,1,0,0,1,1,0,0,0
"David Allen Griffin is a cool killer- time and time again, he chooses a female victim, studies her for weeks till he knows her routine to the smallest detail, makes meticulous preparations ... See full summary »",0,0,0,1,0,0,1,0,0,0,0
A lead detective being stalked by a serial killer is asked to check into a clinic treating law enforcement officials who can't face their jobs.,0,0,0,1,0,0,0,0,0,1,0
"The spectre of a disfigured man haunts the children of the parents who murdered him, stalking and killing them in their dreams.",0,0,0,1,0,0,1,1,0,0,0
Detective Harry Hole investigates the disappearance of a woman whose scarf is found wrapped around an ominous-looking snowman.,0,0,0,1,0,0,1,0,0,1,0
"Riding across Manhattan in a stretch limo in order to get a haircut, a 28-year-old billionaire asset manager's day devolves into an odyssey with a cast of characters that start to tear his world apart.",0,0,0,1,0,0,1,0,0,0,0
"After 48 years of hiding, Leatherface returns to terrorize a group of idealistic young friends who accidentally disrupt his carefully shielded world in a remote Texas town.",0,0,0,1,0,0,0,1,0,1,0
"A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals.",0,0,0,1,0,0,1,0,0,0,0
"A look at the 17-25 December 2013 corruption scandal in Turkey, from the viewpoint of the Erdogan government.",0,0,0,1,0,0,0,0,0,0,0
"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",0,0,0,0,0,0,1,0,0,0,0
An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,0,0,0,0,0,0,1,0,0,0,0
"The presidencies of Kennedy and Johnson, the Vietnam War, the Watergate scandal and other historical events unfold from the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.",0,0,0,0,0,0,1,0,1,0,0
"Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way.",0,0,0,0,0,0,1,0,0,0,0
"A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients.",0,0,0,0,0,0,1,0,0,0,0
"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",0,0,0,0,0,0,1,0,0,0,0
An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,0,0,0,0,0,1,1,0,0,0,0
A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,0,0,0,0,0,0,1,0,0,0,0
"After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.",0,1,0,0,0,0,1,0,0,0,0
A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,0,0,0,0,0,0,1,0,1,0,0
A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,0,0,0,0,0,0,1,0,0,0,0
A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,0,0,0,0,0,0,1,0,1,0,0
"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",0,0,0,0,0,0,1,0,0,0,0
Two high school sweethearts meet at a reunion after 22 years and reminisce about their past.,0,0,0,0,0,0,1,0,1,0,0
"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation-owner in Mississippi.",0,0,0,0,1,0,1,0,0,0,0
"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",0,0,0,0,0,0,1,0,0,1,0
A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,0,0,0,0,0,0,1,0,0,0,0
"The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror.",0,0,0,0,0,0,1,0,0,0,0
"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",0,0,0,0,0,0,1,1,0,0,0
"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",0,0,0,0,0,0,1,0,0,0,0
A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,0,0,0,0,0,0,1,0,0,0,0
"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",0,0,0,0,0,0,1,0,0,0,0
A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,0,0,0,0,0,0,1,0,0,0,0
Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,0,0,0,0,0,0,1,0,0,0,0
"An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.",0,0,0,0,0,1,1,0,0,0,0
"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.",0,1,0,0,0,0,1,0,1,0,0
The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,0,0,0,0,0,0,1,0,0,0,0
"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",0,0,0,0,0,0,1,0,1,0,0
A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,0,0,0,0,0,0,1,0,0,0,0
"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",0,0,0,0,0,0,1,0,0,1,0
"In 1948, an American court in occupied Germany tries four Nazis judged for war crimes.",0,0,0,0,0,0,1,0,0,0,0
"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.",0,0,0,0,0,0,1,0,0,0,0
A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.,0,0,0,0,0,0,1,0,0,0,0
"In post-war Italy, a working-class man's bicycle is stolen, endangering his efforts to find work. He and his son set out to find it.",0,0,0,0,0,0,1,0,0,0,0
"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'",0,0,0,0,0,0,1,0,0,0,0
"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",0,1,0,0,0,0,1,0,0,0,0
A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,0,0,0,0,0,0,1,1,0,0,0
A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,0,0,0,0,0,0,1,0,1,0,0
Follows the story of a young girl named Dara who is sent to a concentration camp in Croatia during World War 2.,0,0,0,0,0,0,1,0,0,0,0
A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six year old daughter. Prison will be their home. Based on the 2013 Korean movie Miracle in Cell No. 7 (2013).,0,0,0,0,0,0,1,0,0,0,0
"A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",0,0,0,0,0,0,1,0,0,0,0
The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,0,0,0,0,0,1,1,0,0,0,0
"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",0,0,0,0,0,0,1,0,0,0,0
"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",0,0,0,0,0,0,1,0,0,0,0
"A frightened, withdrawn Philadelphia boy who communicates with spirits seeks the help of a disheartened child psychologist.",0,0,0,0,0,0,1,0,0,1,0
"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.",0,0,0,0,0,1,1,0,0,0,0
"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""",0,0,0,0,1,0,1,0,0,0,0
"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",0,0,0,0,0,0,1,0,0,1,0
"An old couple visit their children and grandchildren in the city, but receive little attention.",0,0,0,0,0,0,1,0,0,0,0
An elderly man and his dog struggle to survive on his government pension in Rome.,0,0,0,0,0,0,1,0,0,0,0
A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,0,0,0,0,0,0,1,0,0,0,0
The manipulative daughter of a Georgia plantation owner conducts a turbulent romance with a roguish profiteer during the American Civil War and Reconstruction periods.,0,0,0,0,0,0,1,0,1,0,0
"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",0,0,0,0,0,0,1,0,1,0,0
"Revolves around the mysterious death of India's 2nd Prime Minister Shri Lal Bahadur Shastri and attempts to uncover if he had actually died a natural death, or, as alleged, was assassinated.",0,0,0,0,0,0,1,0,0,1,0
"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.",0,0,0,0,0,0,1,0,1,1,0
"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",0,0,0,0,0,0,1,0,0,1,0
"In 1992, war rages in Abkhazia, a breakaway region of Georgia. An Estonian man Ivo has decided to stay behind and harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo takes him in.",0,0,0,0,0,0,1,0,0,0,0
"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",0,0,0,0,0,0,1,0,0,1,0
"Expelled from his school, a 16-year old boy returns home to his abusive and oppressive father.",0,0,0,0,0,0,1,0,0,0,0
"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.",0,0,0,0,0,0,1,0,0,0,0
"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",0,0,0,0,0,0,1,0,0,0,0
"Kabir Khan, the coach of the Indian Women's National Hockey Team, dreams of making his all-girls team emerge victorious against all odds.",0,0,0,0,0,1,1,0,0,0,0
A determined woman works with a hardened boxing trainer to become a professional.,0,0,0,0,0,0,1,0,0,0,0
"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",0,0,0,0,0,0,1,0,1,0,0
"The cathartic tale of a young woman who can't see, hear, or speak, and the teacher who brings a ray of light into her dark world.",0,0,0,0,0,0,1,0,0,0,0
A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.,0,0,0,0,0,0,1,0,0,0,0
"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",0,0,0,0,0,0,1,0,0,1,0
The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.,0,0,0,0,0,0,1,0,0,0,0
"At Helge's 60th birthday party, some unpleasant family truths are revealed.",0,0,0,0,0,0,1,0,0,0,0
"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",0,0,0,0,0,0,1,0,0,0,0
"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",0,0,0,0,0,0,1,0,1,0,0
A model discovers a retired judge is keen on invading people's privacy.,0,0,0,0,0,0,1,0,1,0,0
Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.,0,0,0,0,0,0,1,0,1,0,0
"A young woman becomes the fourth wife of a wealthy lord, and must learn to live with the strict rules and tensions within the household.",0,0,0,0,0,0,1,0,1,0,0
"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",0,0,0,0,0,0,1,0,0,0,0
"Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls.",0,0,0,0,0,0,1,0,0,0,0
A guide leads two men through an area known as the Zone to find a room that grants wishes.,0,1,0,0,0,0,1,0,0,0,0
"A devoted wife is visited by her mother, a successful concert pianist who had little time for her when she was young.",0,0,0,0,0,0,1,0,0,0,0
An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.,0,0,0,0,0,0,1,0,0,0,0
A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,0,0,0,0,0,0,1,0,0,0,0
"A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control.",0,0,0,0,0,0,1,0,0,0,0
